DRE,Dez/2021,,,Jan/2022,,,Fev/2022,,,Mar/2022,,,Abr/2022,,,Mai/2022,,,Jun/2022,,,Jul/2022,,,Ago/2022,,,Set/2022,,,Out/2022,,,Nov/2022,,,Dez/2022,,,Jan/2023,,,Fev/2023,,,Mar/2023,,,Abr/2023,,,Mai/2023,,,Jun/2023,,,Jul/2023,,,Ago/2023,,,Set/2023,,,Out/2023,,,Nov/2023,,,Dez/2023,,,Jan/2024,,,Fev/2024,,,Mar/2024,,,Abr/2024,,,Mai/2024,,,Jun/2024,,,Jul/2024,,,Ago/2024,,,Set/2024,,,Out/2024,,,Nov/2024,,,Dez/2024,,,Jan/2025,,,Fev/2025,,,Mar/2025,,,Abr/2025,,,Mai/2025,,,Jun/2025,,,Jul/2025,,,Ago/2025,,,Set/2025,,,Out/2025,,,Nov/2025,,,Dez/2025,,,Totais,,
Categoria,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %,Valor,AV %,AH %
Terceirização de Mão de Obra em Serviços Prestados,"-2.158,80","-2,10%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-453,23","-0,34%","0,00%","-6.500,00","-4,28%","1.334,15%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-450,00","-0,23%","0,00%","-4.500,00","-2,75%","900,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-14.550,00","-6,93%","0,00%","-11.500,00","-5,35%","-20,96%","-11.500,00","-4,88%","0,00%","-13.500,00","-5,72%","17,39%","-12.000,00","-6,70%","-11,11%","-18.500,00","-9,81%","54,17%","-12.000,00","-6,59%","-35,14%","-12.000,00","-5,83%","0,00%","-12.000,00","-6,59%","0,00%","-12.000,00","-5,18%","0,00%","-12.000,00","-4,80%","0,00%","-12.000,00","-5,73%","0,00%","-14.000,00","-6,62%","16,67%","-12.000,00","-5,94%","-14,29%","-2.000,00","-0,99%","-83,33%","-195.612,03","-96,86%","0,00%"
03T Lucro Bruto,"68.416,09","66,47%","0,00%","56.031,66","52,08%","0,00%","68.738,60","76,81%","0,00%","63.498,60","67,76%","0,00%","74.380,54","80,24%","0,00%","99.293,11","84,92%","0,00%","116.378,56","99,54%","0,00%","132.154,98","83,12%","0,00%","136.860,52","81,78%","0,00%","94.501,83","73,21%","0,00%","103.952,36","80,53%","0,00%","103.865,75","80,46%","0,00%","103.738,16","80,36%","0,00%","103.311,76","80,03%","0,00%","103.257,11","79,99%","0,00%","103.226,51","79,97%","0,00%","103.174,31","79,93%","0,00%","103.135,10","79,90%","0,00%","103.092,43","76,03%","0,00%","103.073,14","79,85%","0,00%","105.618,14","80,23%","0,00%","125.923,97","82,86%","0,00%","100.744,61","76,52%","0,00%","114.736,71","75,54%","0,00%","114.917,10","79,05%","0,00%","127.560,13","75,63%","0,00%","130.885,11","81,43%","0,00%","129.656,24","80,66%","0,00%","125.252,29","79,48%","0,00%","125.830,08","79,85%","0,00%","164.354,98","83,60%","0,00%","93.305,74","56,98%","0,00%","128.223,15","79,75%","0,00%","136.624,22","80,71%","0,00%","127.076,14","60,54%","0,00%","160.908,74","74,87%","0,00%","181.639,79","77,02%","0,00%","173.067,21","73,38%","0,00%","119.116,14","66,52%","0,00%","133.288,81","70,69%","0,00%","131.214,87","72,07%","0,00%","155.138,28","75,32%","0,00%","127.180,82","69,85%","0,00%","181.626,08","78,36%","0,00%","189.831,46","75,91%","0,00%","143.931,44","68,73%","0,00%","153.353,59","72,53%","0,00%","145.847,90","72,20%","0,00%","155.943,89","77,19%","0,00%","5.946.878,75","3.725,23%","0,00%"
04 Despesas Operacionais,"-50.092,34","-48,67%","0,00%","-13.303,85","-12,36%","-73,44%","-71.736,58","-80,15%","439,22%","-52.668,73","-56,20%","-26,58%","-59.796,73","-64,50%","13,53%","-65.723,83","-56,21%","9,91%","-64.163,45","-54,88%","-2,37%","-109.564,18","-68,91%","70,76%","-113.550,91","-67,85%","3,64%","-63.541,05","-49,22%","-44,04%","-82.234,94","-63,71%","29,42%","-63.339,86","-49,07%","-22,98%","-80.990,05","-62,74%","27,87%","-75.213,91","-58,27%","-7,13%","-64.119,50","-49,67%","-14,75%","-63.006,32","-48,81%","-1,74%","-67.806,58","-52,53%","7,62%","-115.234,05","-89,27%","69,95%","-63.402,75","-46,76%","-44,98%","-79.148,50","-61,31%","24,83%","-67.062,91","-50,94%","-15,27%","-62.876,38","-41,38%","-6,24%","-60.956,73","-46,30%","-3,05%","-33.814,24","-22,26%","-44,53%","-37.441,49","-25,75%","10,73%","-55.402,39","-32,85%","47,97%","-36.992,72","-23,01%","-33,23%","-25.383,72","-15,79%","-31,38%","-30.864,50","-19,59%","21,59%","-26.416,25","-16,76%","-14,41%","-20.847,16","-10,60%","-21,08%","-21.068,15","-12,87%","1,06%","-37.493,44","-23,32%","77,96%","-23.574,73","-13,93%","-37,12%","-20.756,31","-9,89%","-11,96%","-36.860,54","-17,15%","77,59%","-94.631,64","-40,13%","156,73%","-23.261,33","-9,86%","-75,42%","-71.339,90","-39,84%","206,69%","-41.515,04","-22,02%","-41,81%","-24.971,65","-13,72%","-39,85%","-32.950,26","-16,00%","31,95%","-23.041,69","-12,66%","-30,07%","-24.043,14","-10,37%","4,35%","-24.212,42","-9,68%","0,70%","-44.423,76","-21,21%","83,48%","-25.618,54","-12,12%","-42,33%","-47.599,28","-23,56%","85,80%","-23.899,67","-11,83%","-49,79%","-2.517.958,09","-1.557,75%","0,00%"
04.1 Despesas Comerciais,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-2.850,00","-2,21%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-960,00","-0,57%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-960,00","-0,59%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-4.770,00","-3,00%","0,00%"
Marketing e Publicidade,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-960,00","-0,57%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-960,00","-0,59%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-1.920,00","-1,16%","0,00%"
Viagens e Representações,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-2.850,00","-2,21%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-2.850,00","-2,21%","0,00%"
04.2 Despesas Administrativas,"-50.092,34","-48,67%","0,00%","-13.303,85","-12,36%","-73,44%","-71.736,58","-80,15%","439,22%","-52.668,73","-56,20%","-26,58%","-59.796,73","-64,50%","13,53%","-65.723,83","-56,21%","9,91%","-64.163,45","-54,88%","-2,37%","-109.564,18","-68,91%","70,76%","-113.550,91","-67,85%","3,64%","-63.541,05","-49,22%","-44,04%","-82.234,94","-63,71%","29,42%","-63.339,86","-49,07%","-22,98%","-80.990,05","-62,74%","27,87%","-75.213,91","-58,27%","-7,13%","-64.119,50","-49,67%","-14,75%","-63.006,32","-48,81%","-1,74%","-67.806,58","-52,53%","7,62%","-112.384,05","-87,06%","65,74%","-63.402,75","-46,76%","-43,58%","-79.148,50","-61,31%","24,83%","-67.062,91","-50,94%","-15,27%","-62.876,38","-41,38%","-6,24%","-60.956,73","-46,30%","-3,05%","-33.814,24","-22,26%","-44,53%","-37.441,49","-25,75%","10,73%","-54.442,39","-32,28%","45,41%","-36.992,72","-23,01%","-32,05%","-25.383,72","-15,79%","-31,38%","-30.864,50","-19,59%","21,59%","-26.416,25","-16,76%","-14,41%","-20.847,16","-10,60%","-21,08%","-20.108,15","-12,28%","-3,54%","-37.493,44","-23,32%","86,46%","-23.574,73","-13,93%","-37,12%","-20.756,31","-9,89%","-11,96%","-36.860,54","-17,15%","77,59%","-94.631,64","-40,13%","156,73%","-23.261,33","-9,86%","-75,42%","-71.339,90","-39,84%","206,69%","-41.515,04","-22,02%","-41,81%","-24.971,65","-13,72%","-39,85%","-32.950,26","-16,00%","31,95%","-23.041,69","-12,66%","-30,07%","-24.043,14","-10,37%","4,35%","-24.212,42","-9,68%","0,70%","-44.423,76","-21,21%","83,48%","-25.618,54","-12,12%","-42,33%","-47.599,28","-23,56%","85,80%","-23.899,67","-11,83%","-49,79%","-2.513.188,09","-1.554,02%","0,00%"
13º Salário - 1ª Parcela,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-47.500,00","-20,14%","0,00%","0,00","0,00%","0,00%","-47.000,00","-26,25%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-94.500,00","-45,55%","0,00%"
Aluguel,"-4.218,34","-4,10%","0,00%","-3.523,58","-3,27%","-16,47%","-3.735,80","-4,17%","6,02%","-5.572,12","-5,95%","49,15%","-4.139,60","-4,47%","-25,71%","-4.066,70","-3,48%","-1,76%","-4.378,30","-3,74%","7,66%","-4.286,97","-2,70%","-2,09%","-3.782,53","-2,26%","-11,77%","-4.204,29","-3,26%","11,15%","-4.405,11","-3,41%","4,78%","-4.476,62","-3,47%","1,62%","-4.333,67","-3,36%","-3,19%","-4.391,21","-3,40%","1,33%","-3.874,43","-3,00%","-11,77%","-5.716,72","-4,43%","47,55%","-7.376,56","-5,71%","29,03%","-4.238,01","-3,28%","-42,55%","-4.455,85","-3,29%","5,14%","-4.224,29","-3,27%","-5,20%","-4.206,91","-3,20%","-0,41%","-4.415,23","-2,91%","4,95%","-4.805,24","-3,65%","8,83%","-4.605,39","-3,03%","-4,16%","-4.517,34","-3,11%","-1,91%","-4.151,01","-2,46%","-8,11%","-4.158,29","-2,59%","0,18%","-4.191,29","-2,61%","0,79%","-4.302,82","-2,73%","2,66%","-6.241,97","-3,96%","45,07%","-4.340,01","-2,21%","-30,47%","-4.722,70","-2,88%","8,82%","-4.811,45","-2,99%","1,88%","-4.899,66","-2,89%","1,83%","-4.990,02","-2,38%","1,84%","-5.281,88","-2,46%","5,85%","-5.076,35","-2,15%","-3,89%","-4.969,14","-2,11%","-2,11%","-5.238,71","-2,93%","5,42%","-5.005,48","-2,65%","-4,45%","-4.877,43","-2,68%","-2,56%","-6.879,32","-3,34%","41,04%","-4.582,43","-2,52%","-33,39%","-4.744,19","-2,05%","3,53%","-4.781,74","-1,91%","0,79%","-4.843,29","-2,31%","1,29%","-4.664,26","-2,21%","-3,70%","-4.656,70","-2,31%","-0,16%","-4.665,21","-2,31%","0,18%","-229.026,16","-140,34%","0,00%"
Alvará de Funcionamento,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","-427,94","-0,48%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-328,94","-0,20%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-756,88","-0,60%","0,00%"
Compra,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-4.480,57","-2,18%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-4.480,57","-2,18%","0,00%"
Correios,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-587,00","-0,33%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-587,00","-0,33%","0,00%"
Cursos e Treinamentos,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-1.275,00","-0,99%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-69,80","-0,05%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-174,40","-0,10%","0,00%","-119,60","-0,07%","-31,42%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-393,70","-0,17%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-2.032,50","-1,23%","0,00%"
Honorários Contábeis,"-2.640,00","-2,56%","0,00%","-1.540,00","-1,43%","-41,67%","-1.540,00","-1,72%","0,00%","-1.652,00","-1,76%","7,27%","-1.652,00","-1,78%","0,00%","-1.652,00","-1,41%","0,00%","-1.652,00","-1,41%","0,00%","-1.652,00","-1,04%","0,00%","-1.652,00","-0,99%","0,00%","-1.652,00","-1,28%","0,00%","-1.652,00","-1,28%","0,00%","-1.652,00","-1,28%","0,00%","-3.004,00","-2,33%","81,84%","-1.652,00","-1,28%","-45,01%","-1.742,00","-1,35%","5,45%","-1.742,00","-1,35%","0,00%","-1.742,00","-1,35%","0,00%","-1.742,00","-1,35%","0,00%","-1.742,00","-1,28%","0,00%","-1.742,00","-1,35%","0,00%","-1.742,00","-1,32%","0,00%","-1.742,00","-1,15%","0,00%","-1.742,00","-1,32%","0,00%","-1.742,00","-1,15%","0,00%","-3.184,00","-2,19%","82,78%","-1.784,00","-1,06%","-43,97%","-1.784,00","-1,11%","0,00%","-1.784,00","-1,11%","0,00%","-1.784,00","-1,13%","0,00%","-1.784,00","-1,13%","0,00%","-1.784,00","-0,91%","0,00%","-1.784,00","-1,09%","0,00%","-1.784,00","-1,11%","0,00%","-1.784,00","-1,05%","0,00%","-1.784,00","-0,85%","0,00%","-1.784,00","-0,83%","0,00%","-3.268,00","-1,39%","83,18%","-1.784,00","-0,76%","-45,41%","-1.899,90","-1,06%","6,50%","-1.899,90","-1,01%","0,00%","-1.899,90","-1,04%","0,00%","-1.899,90","-0,92%","0,00%","-1.899,90","-1,04%","0,00%","-1.899,90","-0,82%","0,00%","-1.899,90","-0,76%","0,00%","-1.899,90","-0,91%","0,00%","-1.899,90","-0,90%","0,00%","-1.899,90","-0,94%","0,00%","-1.899,90","-0,94%","0,00%","-91.422,90","-57,36%","0,00%"
Hospedagem Site e Emails,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","-422,71","-0,47%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-457,01","-0,35%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-47,70","-0,03%","0,00%","0,00","0,00%","0,00%","-520,93","-0,31%","0,00%","-724,00","-0,45%","38,98%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-2.172,35","-1,49%","0,00%"
Manutenção de Equipamentos,"0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-3.862,74","-2,99%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00%","0,00%","-3.862,74","-2,99%","0,00%"
