Vendedor;Cliente;Venda;Data;Valor;
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2136";"05/09/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2135";"05/09/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2134";"05/09/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2133";"05/09/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 2132";"05/09/2025";"R$ 2987,50";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2131";"05/09/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2130";"05/09/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2129";"05/09/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 2128";"05/09/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 2127";"05/09/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2126";"05/09/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 2125";"05/09/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2124";"05/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2123";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2122";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2121";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2120";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2119";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2118";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2117";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2116";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2115";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2114";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2113";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2112";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2111";"04/09/2025";"R$ 1434,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2110";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2109";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2108";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2107";"04/09/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2106";"04/09/2025";"R$ 1434,00";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 2105";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2104";"01/09/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2103";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 2102";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2101";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 2100";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2099";"01/09/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 2098";"01/09/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2097";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2096";"01/09/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 2095";"01/09/2025";"R$ 14340,00";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 2094";"01/09/2025";"R$ 2000,00";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2093";"01/09/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2092";"01/09/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2091";"01/09/2025";"R$ 2929,85";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2090";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2089";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2088";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2087";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2086";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2085";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2084";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2083";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2082";"20/08/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2081";"20/08/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2080";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2079";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2078";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2077";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2076";"20/08/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2075";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2074";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2073";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2072";"20/08/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2071";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2070";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2069";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2068";"16/08/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2067";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2066";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2065";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2064";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2063";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2062";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2061";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2060";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2059";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2058";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2057";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2056";"16/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2055";"16/08/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2054";"10/08/2025";"R$ 4000,00";
Rodrigo;"MIRIAN PIMENTAO";"Venda 2053";"07/08/2025";"R$ 20315,00";
Rodrigo;"MIRIAN CAMPOS DE JULIO";"Venda 2052";"07/08/2025";"R$ 20315,00";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 2051";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2050";"05/08/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2049";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2048";"05/08/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2047";"05/08/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 2046";"05/08/2025";"R$ 2987,50";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2045";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2044";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2043";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 2042";"05/08/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 2041";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 2040";"05/08/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2039";"05/08/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2038";"05/08/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2037";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2036";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2035";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2034";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2033";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2032";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2031";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2030";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2029";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2028";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2027";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2026";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2025";"04/08/2025";"R$ 1434,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2024";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2023";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2022";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2021";"04/08/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2020";"04/08/2025";"R$ 1434,00";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2019";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 2018";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 2017";"01/08/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 2016";"01/08/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 2015";"01/08/2025";"R$ 2000,00";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2014";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2013";"01/08/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2012";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2011";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2010";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 2009";"01/08/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2008";"01/08/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2007";"01/08/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2006";"01/08/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 2005";"01/08/2025";"R$ 14340,00";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2004";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2003";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2002";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2001";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2000";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1999";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1998";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1997";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1996";"20/07/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1995";"20/07/2025";"R$ 42064,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1994";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1993";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1992";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1991";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1990";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1989";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1988";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1987";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1986";"20/07/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1985";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1984";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1983";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1982";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1981";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1980";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1979";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1978";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1977";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1976";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1975";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1974";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1973";"17/07/2025";"R$ 2761,77";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1972";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1971";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1970";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1969";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1968";"17/07/2025";"R$ 2761,77";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1967";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1966";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1965";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1964";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1963";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1962";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1961";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1960";"16/07/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1959";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1958";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1957";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1956";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1955";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1954";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1953";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1952";"16/07/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1951";"16/07/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1950";"10/07/2025";"R$ 4000,00";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1949";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1948";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1947";"05/07/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1946";"05/07/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1945";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1944";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1943";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1942";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1941";"05/07/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1940";"05/07/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 1939";"05/07/2025";"R$ 2987,50";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1938";"05/07/2025";"R$ 776,75";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1937";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1936";"01/07/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1935";"01/07/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1934";"01/07/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1933";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1932";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1931";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1930";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1929";"01/07/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1928";"01/07/2025";"R$ 14340,00";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1927";"01/07/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1926";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1925";"01/07/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1924";"01/07/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1923";"01/07/2025";"R$ 2000,00";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1922";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1921";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1920";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1919";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1918";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1917";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1916";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1915";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1914";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1913";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1912";"20/06/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1911";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1910";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1909";"20/06/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1908";"20/06/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1907";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1906";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1905";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1904";"20/06/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1903";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1902";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1901";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1900";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1899";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1898";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1897";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1896";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1895";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1894";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1893";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1892";"16/06/2025";"R$ 776,75";
